dataset,instance,score,gap_to_reference_best_percent
chao,p7.4.o.txt,601.0,0.0
chao,p7.4.p.txt,414.0,0.0
chao,p7.4.p.txt,414.0,0.0
chao,p7.4.q.txt,427.0,0.0
chao,p7.4.q.txt,427.0,0.0
chao,p7.4.r.txt,760.0,0.0
chao,p7.4.r.txt,760.0,0.0
chao,p7.4.s.txt,671.0,0.0
chao,p7.4.s.txt,671.0,0.0
chao,p7.4.t.txt,520.0,0.0
chao,p7.4.t.txt,520.0,0.0
dang,bier127_gen1_m2.txt,36.0,0.0
dang,bier127_gen1_m2.txt,36.0,0.0
dang,bier127_gen1_m3.txt,38.0,0.0
dang,bier127_gen1_m3.txt,38.0,0.0
dang,bier127_gen2_m2.txt,1313.0,0.0
dang,bier127_gen2_m2.txt,1313.0,0.0
dang,bier127_gen2_m3.txt,1485.0,0.0
dang,bier127_gen2_m3.txt,1485.0,0.0
dang,bier127_gen2_m4.txt,1561.0,0.0
dang,bier127_gen2_m4.txt,1561.0,0.0
dang,bier127_gen3_m2.txt,425.0,0.0
dang,bier127_gen3_m2.txt,425.0,0.0
dang,bier127_gen3_m3.txt,524.0,0.0
dang,bier127_gen3_m3.txt,524.0,0.0
dang,bier127_gen3_m4.txt,555.0,0.0
dang,bier127_gen3_m4.txt,555.0,0.0
dang,cmt101c_m3.txt,810.0,0.0
dang,cmt101c_m3.txt,810.0,0.0
dang,cmt151b_m3.txt,732.0,0.0
dang,cmt151b_m3.txt,732.0,0.0
dang,cmt151c_m2.txt,663.0,0.0
dang,cmt151c_m2.txt,663.0,0.0
dang,cmt151c_m3.txt,732.0,0.0
dang,cmt151c_m3.txt,732.0,0.0
dang,cmt151c_m4.txt,810.0,0.0
dang,cmt151c_m4.txt,810.0,0.0
dang,cmt200b_m2.txt,698.0,0.0
dang,cmt200b_m2.txt,698.0,0.0
dang,cmt200b_m3.txt,1010.0,0.0
dang,cmt200b_m3.txt,1010.0,0.0
dang,cmt200b_m4.txt,1070.0,0.0
dang,cmt200b_m4.txt,1070.0,0.0
dang,cmt200c_m2.txt,698.0,0.0
dang,cmt200c_m2.txt,698.0,0.0
dang,cmt200c_m3.txt,766.0,0.0
dang,cmt200c_m3.txt,766.0,0.0
dang,cmt200c_m4.txt,859.0,0.0
dang,cmt200c_m4.txt,859.0,0.0
dang,eil101b_m3.txt,425.0,0.0
dang,eil101b_m3.txt,425.0,0.0
dang,eil101c_m2.txt,383.0,0.0
dang,eil101c_m2.txt,383.0,0.0
dang,eil101c_m3.txt,436.0,0.0
dang,eil101c_m3.txt,436.0,0.0
dang,gil262_gen1_m3.txt,22.0,0.0
dang,gil262_gen1_m3.txt,22.0,0.0
dang,gil262_gen1_m4.txt,24.0,0.0
dang,gil262_gen1_m4.txt,24.0,0.0
dang,gil262_gen2_m2.txt,1403.0,0.0
dang,gil262_gen2_m2.txt,1403.0,0.0
dang,gil262_gen2_m3.txt,1583.0,0.0
dang,gil262_gen2_m3.txt,1583.0,0.0
dang,gil262_gen3_m2.txt,532.0,0.0
dang,gil262_gen3_m2.txt,532.0,0.0
dang,gil262_gen3_m4.txt,632.0,0.0
dang,gil262_gen3_m4.txt,632.0,0.0
dang,gil262a_m2.txt,1352.0,0.0
dang,gil262a_m2.txt,1352.0,0.0
