dataset,instance,num_nodes,team_size,runs,reference_best_score,best_score,mean_score,std_score,mean_cpu_time_seconds,median_cpu_time_seconds,mean_lp_solves,mean_labels_generated,success_rate_percent,mean_gap_to_reference_best_percent,max_gap_to_reference_best_percent
chao,p6.2.d.txt,64,2,1,192.0,192.0,192.0,0.0,0.2427717000246048,0.2427717000246048,2.0,90816.0,100.0,0.0,0.0
chao,p6.2.e.txt,64,2,1,324.0,324.0,324.0,0.0,0.4923616999294609,0.4923616999294609,2.0,160688.0,100.0,0.0,0.0
chao,p6.2.f.txt,64,2,1,384.0,384.0,384.0,0.0,0.7444638999877498,0.7444638999877498,2.0,135520.0,100.0,0.0,0.0
chao,p6.2.g.txt,64,2,1,504.0,504.0,504.0,0.0,0.9218925000168383,0.9218925000168383,2.0,216216.0,100.0,0.0,0.0
chao,p6.2.h.txt,64,2,1,624.0,624.0,624.0,0.0,1.1369136000284925,1.1369136000284925,2.0,311168.0,100.0,0.0,0.0
chao,p6.2.i.txt,64,2,1,732.0,732.0,732.0,0.0,1.415667999885045,1.415667999885045,2.0,311168.0,100.0,0.0,0.0
chao,p6.2.j.txt,64,2,1,876.0,876.0,876.0,0.0,1.4896355998935178,1.4896355998935178,2.0,381216.0,100.0,0.0,0.0
chao,p6.2.k.txt,64,2,1,960.0,960.0,960.0,0.0,1.3272113999119028,1.3272113999119028,2.0,381216.0,100.0,0.0,0.0
chao,p6.2.l.txt,64,2,1,960.0,960.0,960.0,0.0,1.3141163000836968,1.3141163000836968,2.0,381216.0,100.0,0.0,0.0
chao,p6.2.m.txt,64,2,1,960.0,960.0,960.0,0.0,1.3905524000292644,1.3905524000292644,2.0,381216.0,100.0,0.0,0.0
chao,p6.2.n.txt,64,2,1,960.0,960.0,960.0,0.0,1.3025596999796107,1.3025596999796107,2.0,381216.0,100.0,0.0,0.0
chao,p6.3.a.txt,64,3,1,0.0,0.0,0.0,0.0,0.051012399955652654,0.051012399955652654,1.0,1364.0,100.0,0.0,0.0
chao,p6.3.b.txt,64,3,1,0.0,0.0,0.0,0.0,0.033018199959769845,0.033018199959769845,1.0,1364.0,100.0,0.0,0.0
chao,p6.3.c.txt,64,3,1,0.0,0.0,0.0,0.0,0.03420969995204359,0.03420969995204359,1.0,1364.0,100.0,0.0,0.0
chao,p6.3.d.txt,64,3,1,0.0,0.0,0.0,0.0,0.03497390006668866,0.03497390006668866,1.0,1364.0,100.0,0.0,0.0
chao,p6.3.e.txt,64,3,1,0.0,0.0,0.0,0.0,0.033828499959781766,0.033828499959781766,1.0,1364.0,100.0,0.0,0.0
chao,p6.3.f.txt,64,3,1,0.0,0.0,0.0,0.0,0.03764699993189424,0.03764699993189424,1.0,1364.0,100.0,0.0,0.0
chao,p6.3.g.txt,64,3,1,270.0,270.0,270.0,0.0,0.3626213000388816,0.3626213000388816,4.0,126148.0,100.0,0.0,0.0
chao,p6.3.h.txt,64,3,1,396.0,396.0,396.0,0.0,1.809193400084041,1.809193400084041,12.0,740426.0,100.0,0.0,0.0
chao,p6.3.i.txt,64,3,1,426.0,426.0,426.0,0.0,2.6195267000002787,2.6195267000002787,12.0,842474.0,100.0,0.0,0.0
chao,p6.3.j.txt,64,3,1,462.0,462.0,462.0,0.0,0.7312795000616461,0.7312795000616461,2.0,135520.0,100.0,0.0,0.0
chao,p6.3.k.txt,64,3,1,582.0,582.0,582.0,0.0,4.0078237999696285,4.0078237999696285,12.0,1063920.0,100.0,0.0,0.0
chao,p6.3.l.txt,64,3,1,678.0,678.0,678.0,0.0,5.099663899978623,5.099663899978623,12.0,1308638.0,100.0,0.0,0.0
chao,p6.3.m.txt,64,3,1,738.0,738.0,738.0,0.0,5.161465200013481,5.161465200013481,12.0,1577264.0,100.0,0.0,0.0
chao,p6.3.n.txt,64,3,1,834.0,834.0,834.0,0.0,5.284297800040804,5.284297800040804,12.0,1598130.0,100.0,0.0,0.0
chao,p6.4.a.txt,64,4,1,0.0,0.0,0.0,0.0,0.0536516000283882,0.0536516000283882,1.0,1364.0,100.0,0.0,0.0
chao,p6.4.b.txt,64,4,1,0.0,0.0,0.0,0.0,0.03450539999175817,0.03450539999175817,1.0,1364.0,100.0,0.0,0.0
chao,p6.4.c.txt,64,4,1,0.0,0.0,0.0,0.0,0.0359172000316903,0.0359172000316903,1.0,1364.0,100.0,0.0,0.0
chao,p6.4.d.txt,64,4,1,0.0,0.0,0.0,0.0,0.03832419996615499,0.03832419996615499,1.0,1364.0,100.0,0.0,0.0
chao,p6.4.e.txt,64,4,1,0.0,0.0,0.0,0.0,0.03399240004364401,0.03399240004364401,1.0,1364.0,100.0,0.0,0.0
chao,p6.4.f.txt,64,4,1,0.0,0.0,0.0,0.0,0.03680330002680421,0.03680330002680421,1.0,1364.0,100.0,0.0,0.0
chao,p6.4.g.txt,64,4,1,0.0,0.0,0.0,0.0,0.03642989997752011,0.03642989997752011,1.0,1364.0,100.0,0.0,0.0
chao,p6.4.h.txt,64,4,1,0.0,0.0,0.0,0.0,0.03465759998653084,0.03465759998653084,1.0,1364.0,100.0,0.0,0.0
chao,p6.4.i.txt,64,4,1,0.0,0.0,0.0,0.0,0.03433649998623878,0.03433649998623878,1.0,1364.0,100.0,0.0,0.0
