dataset,instance,run_index,run_seed,num_nodes,team_size,max_route_distance,total_score,reference_best_score,gap_to_reference_best_percent,success_reference_hit,cpu_time_seconds,iterations,iterations_to_convergence,last_improvement_iteration,stagnation_iterations,accepted_worse_moves,restarts_performed,num_lp_solves,num_labels_generated,status
chao,p4.4.m.txt,0,52007,100,4,42.5,850.0,901.0,5.660377358490567,0,0.3567421000007016,20,20,20,0,14,1,N/A (ILS),N/A (ILS),ok
chao,p4.4.m.txt,1,52008,100,4,42.5,901.0,901.0,0.0,1,0.273366100000203,20,7,7,13,10,1,N/A (ILS),N/A (ILS),ok
chao,p4.4.n.txt,0,53007,100,4,45.0,867.0,927.0,6.472491909385113,0,0.37606229999983043,20,1,1,19,11,1,N/A (ILS),N/A (ILS),ok
chao,p4.4.n.txt,1,53008,100,4,45.0,927.0,927.0,0.0,1,0.34473479999905976,20,11,11,9,10,1,N/A (ILS),N/A (ILS),ok
chao,p4.4.o.txt,0,54007,100,4,47.5,962.0,962.0,0.0,1,0.3328731000001426,20,13,13,7,10,1,N/A (ILS),N/A (ILS),ok
chao,p4.4.o.txt,1,54008,100,4,47.5,962.0,962.0,0.0,1,0.42356309999922814,20,20,20,0,15,1,N/A (ILS),N/A (ILS),ok
chao,p4.4.p.txt,0,55007,100,4,50.0,944.0,1005.0,6.069651741293533,0,0.3392777000008209,20,6,6,14,11,1,N/A (ILS),N/A (ILS),ok
chao,p4.4.p.txt,1,55008,100,4,50.0,1005.0,1005.0,0.0,1,0.3845510999999533,20,20,20,0,10,1,N/A (ILS),N/A (ILS),ok
chao,p4.4.q.txt,0,56007,100,4,52.5,1025.0,1063.0,3.574788334901223,0,0.39804369999910705,20,20,20,0,13,1,N/A (ILS),N/A (ILS),ok
chao,p4.4.q.txt,1,56008,100,4,52.5,1063.0,1063.0,0.0,1,0.36830190000000584,20,15,15,5,11,1,N/A (ILS),N/A (ILS),ok
chao,p4.4.r.txt,0,57007,100,4,55.0,1087.0,1129.0,3.720106288751107,0,0.3421496999999363,20,11,11,9,11,1,N/A (ILS),N/A (ILS),ok
chao,p4.4.r.txt,1,57008,100,4,55.0,1129.0,1129.0,0.0,1,0.3687085000001389,20,11,11,9,11,1,N/A (ILS),N/A (ILS),ok
chao,p4.4.s.txt,0,58007,100,4,57.5,1184.0,1185.0,0.08438818565400844,0,0.32756010000048263,20,12,12,8,5,1,N/A (ILS),N/A (ILS),ok
chao,p4.4.s.txt,1,58008,100,4,57.5,1185.0,1185.0,0.0,1,0.36175379999986035,20,18,18,2,11,1,N/A (ILS),N/A (ILS),ok
chao,p4.4.t.txt,0,59007,100,4,60.0,1235.0,1235.0,0.0,1,0.32230990000061865,20,20,20,0,8,1,N/A (ILS),N/A (ILS),ok
chao,p4.4.t.txt,1,59008,100,4,60.0,1210.0,1235.0,2.0242914979757085,0,0.3997193999985029,20,19,19,1,8,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.a.txt,0,60007,66,2,2.5,0,0.0,0.0,1,0.004003399999419344,20,0,0,20,20,2,N/A (ILS),N/A (ILS),ok
chao,p5.2.a.txt,1,60008,66,2,2.5,0,0.0,0.0,1,0.003916899999239831,20,0,0,20,20,2,N/A (ILS),N/A (ILS),ok
chao,p5.2.b.txt,0,61007,66,2,5.0,20.0,20.0,0.0,1,0.016470599999593105,20,0,0,20,20,2,N/A (ILS),N/A (ILS),ok
chao,p5.2.b.txt,1,61008,66,2,5.0,20.0,20.0,0.0,1,0.01587699999981851,20,0,0,20,20,2,N/A (ILS),N/A (ILS),ok
chao,p5.2.c.txt,0,62007,66,2,7.5,50.0,50.0,0.0,1,0.016981500000838423,20,5,5,15,18,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.c.txt,1,62008,66,2,7.5,50.0,50.0,0.0,1,0.017455299999710405,20,9,9,11,18,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.d.txt,0,63007,66,2,10.0,80.0,80.0,0.0,1,0.02306940000016766,20,1,1,19,18,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.d.txt,1,63008,66,2,10.0,80.0,80.0,0.0,1,0.02412679999906686,20,1,1,19,19,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.e.txt,0,64007,66,2,12.5,175.0,180.0,2.7777777777777777,0,0.02844310000000405,20,9,9,11,19,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.e.txt,1,64008,66,2,12.5,180.0,180.0,0.0,1,0.036729100000229664,20,0,0,20,20,2,N/A (ILS),N/A (ILS),ok
chao,p5.2.f.txt,0,65007,66,2,15.0,215.0,215.0,0.0,1,0.028035000001182198,20,3,3,17,13,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.f.txt,1,65008,66,2,15.0,215.0,215.0,0.0,1,0.036053800000445335,20,0,0,20,17,2,N/A (ILS),N/A (ILS),ok
chao,p5.2.g.txt,0,66007,66,2,17.5,320.0,320.0,0.0,1,0.0403985000011744,20,1,1,19,19,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.g.txt,1,66008,66,2,17.5,320.0,320.0,0.0,1,0.04163270000026387,20,2,2,18,19,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.h.txt,0,67007,66,2,20.0,385.0,390.0,1.282051282051282,0,0.04768970000077388,20,2,2,18,19,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.h.txt,1,67008,66,2,20.0,390.0,390.0,0.0,1,0.04798380000102043,20,1,1,19,18,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.i.txt,0,68007,66,2,22.5,455.0,460.0,1.0869565217391304,0,0.051606099999844446,20,8,8,12,16,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.i.txt,1,68008,66,2,22.5,460.0,460.0,0.0,1,0.050064999999449356,20,5,5,15,15,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.j.txt,0,69007,66,2,25.0,550.0,555.0,0.9009009009009009,0,0.0694270999993023,20,10,10,10,16,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.j.txt,1,69008,66,2,25.0,555.0,555.0,0.0,1,0.06351329999961308,20,5,5,15,16,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.k.txt,0,70007,66,2,27.5,660.0,660.0,0.0,1,0.06441260000065085,20,16,16,4,17,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.k.txt,1,70008,66,2,27.5,640.0,660.0,3.0303030303030303,0,0.06453969999893161,20,1,1,19,18,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.l.txt,0,71007,66,2,30.0,710.0,770.0,7.792207792207792,0,0.10300140000072133,20,10,10,10,14,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.l.txt,1,71008,66,2,30.0,770.0,770.0,0.0,1,0.07307919999948354,20,8,8,12,17,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.m.txt,0,72007,66,2,32.5,800.0,830.0,3.614457831325301,0,0.0745731999995769,20,4,4,16,16,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.m.txt,1,72008,66,2,32.5,830.0,830.0,0.0,1,0.08114390000082494,20,4,4,16,16,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.n.txt,0,73007,66,2,35.0,890.0,890.0,0.0,1,0.07924329999877955,20,14,14,6,15,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.n.txt,1,73008,66,2,35.0,870.0,890.0,2.247191011235955,0,0.5396636000004946,20,11,11,9,13,1,N/A (ILS),N/A (ILS),ok
