dataset,instance,score,gap_to_reference_best_percent
dang,bier127_gen1_m3.txt,97.0,0.0
dang,bier127_gen1_m3.txt,94.0,3.0927835051546393
dang,bier127_gen2_m2.txt,5140.0,3.997011580127008
dang,bier127_gen2_m2.txt,5354.0,0.0
dang,bier127_gen2_m3.txt,5013.0,0.0
dang,bier127_gen2_m3.txt,4952.0,1.2168362258128866
dang,bier127_gen2_m4.txt,4670.0,3.112033195020747
dang,bier127_gen2_m4.txt,4820.0,0.0
dang,bier127_gen3_m2.txt,2681.0,0.0
dang,bier127_gen3_m2.txt,2664.0,0.6340917568071615
dang,bier127_gen3_m3.txt,2404.0,0.0
dang,bier127_gen3_m3.txt,2336.0,2.828618968386023
dang,bier127_gen3_m4.txt,2078.0,1.469890943575154
dang,bier127_gen3_m4.txt,2109.0,0.0
dang,cmt101c_m3.txt,1230.0,0.0
dang,cmt101c_m3.txt,1210.0,1.6260162601626018
dang,cmt151b_m3.txt,1303.0,0.0
dang,cmt151b_m3.txt,1262.0,3.1465848042977744
dang,cmt151c_m2.txt,1823.0,2.0419129500268673
dang,cmt151c_m2.txt,1861.0,0.0
dang,cmt151c_m3.txt,1772.0,0.05640157924421885
dang,cmt151c_m3.txt,1773.0,0.0
dang,cmt151c_m4.txt,1680.0,0.0
dang,cmt151c_m4.txt,1671.0,0.5357142857142857
dang,cmt200b_m2.txt,1856.0,7.52366716492277
dang,cmt200b_m2.txt,2007.0,0.0
dang,cmt200b_m3.txt,1868.0,0.2136752136752137
dang,cmt200b_m3.txt,1872.0,0.0
dang,cmt200b_m4.txt,1558.0,7.919621749408984
dang,cmt200b_m4.txt,1692.0,0.0
dang,cmt200c_m2.txt,2709.0,0.4410143329658214
dang,cmt200c_m2.txt,2721.0,0.0
dang,cmt200c_m3.txt,2547.0,0.0
dang,cmt200c_m3.txt,2467.0,3.1409501374165685
dang,cmt200c_m4.txt,2342.0,0.0
dang,cmt200c_m4.txt,2301.0,1.7506404782237404
dang,eil101b_m3.txt,876.0,3.0973451327433628
dang,eil101b_m3.txt,904.0,0.0
dang,eil101c_m2.txt,1291.0,0.0
dang,eil101c_m2.txt,1263.0,2.168861347792409
dang,eil101c_m3.txt,1216.0,0.0
dang,eil101c_m3.txt,1184.0,2.631578947368421
dang,gil262_gen1_m3.txt,84.0,0.0
